1998,01,01,18.91
1998,01,02,19.08
1998,01,03,19.43
1998,01,04,19.34
1998,01,05,17.65
1998,01,06,19.74
1998,01,07,17.55
1998,01,08,19.11
1998,01,09,18.96
1998,01,10,18.1
1998,01,11,16.92
1998,01,12,17.66
1998,01,13,17.01
1998,01,14,13.94
1998,01,15,16.45
1998,01,16,18.17
1998,01,17,17.47
1998,01,18,17.18
1998,01,19,13.97
1998,01,20,17.47
1998,01,21,18.88
1998,01,22,19.85
1998,01,23,17.72
1998,01,24,18.12
1998,01,25,19.47
1998,01,26,19.9
1998,01,27,19.96
1998,01,28,20.73
1998,01,29,20.86
1998,01,30,19.89
1998,01,31,19.84
1998,02,01,20.32
1998,02,02,20.26
1998,02,03,19.32
1998,02,04,18.93
1998,02,05,19.49
1998,02,06,19.28
1998,02,07,19.34
1998,02,08,19.53
1998,02,09,14.7
1998,02,10,12.92
1998,02,11,15.82
1998,02,12,19.37
1998,02,13,18.09
1998,02,14,18.35
1998,02,15,19.44
1998,02,16,16
1998,02,17,20.38
1998,02,18,18.17
1998,02,19,20.56
1998,02,20,20.47
1998,02,21,21.42
1998,02,22,12.09
1998,02,23,21.34
1998,02,24,22.04
1998,02,25,18.88
1998,02,26,4.27
1998,02,27,19.4
1998,02,28,18.36
1998,03,01,18.37
1998,03,02,18.79
1998,03,03,21.95
1998,03,04,20.88
1998,03,05,18.28
1998,03,06,21.05
1998,03,07,20.18
1998,03,08,18.59
1998,03,09,23.2
1998,03,10,22.96
1998,03,11,22.74
1998,03,12,21.71
1998,03,13,20.68
1998,03,14,21.7
1998,03,15,22.06
1998,03,16,20.94
1998,03,17,21.07
1998,03,18,21.34
1998,03,19,21.85
1998,03,20,22.09
1998,03,21,21.98
1998,03,22,20.12
1998,03,23,22.04
1998,03,24,22.97
1998,03,25,23.36
1998,03,26,23.43
1998,03,27,20.71
1998,03,28,20.52
1998,03,29,21.32
1998,03,30,23.45
1998,03,31,22.91
1998,04,01,17.88
1998,04,02,20.18
1998,04,03,21.43
1998,04,04,20.22
1998,04,05,21.9
1998,04,06,23.41
1998,04,07,22.02
1998,04,08,19.38
1998,04,09,22.7
1998,04,10,19.88
1998,04,11,21.38
1998,04,12,23.87
1998,04,13,24.66
1998,04,14,24.49
1998,04,15,22.77
1998,04,16,19.34
1998,04,17,3.57
1998,04,18,16.16
1998,04,19,17.38
1998,04,20,19.88
1998,04,21,15.13
1998,04,22,19.6
1998,04,23,24.59
1998,04,24,23.62
1998,04,25,20.69
1998,04,26,24.42
1998,04,27,22.22
1998,04,28,22.08
1998,04,29,25.01
1998,04,30,24.48
1998,05,01,22.75
1998,05,02,23.98
1998,05,03,24.28
1998,05,04,19.32
1998,05,05,20.16
1998,05,06,23.42
1998,05,07,26.6
1998,05,08,24.56
1998,05,09,21.02
1998,05,10,19.39
1998,05,11,21.02
1998,05,12,24.03
1998,05,13,18.36
1998,05,14,22.5
1998,05,15,19.43
1998,05,16,20.56
1998,05,17,16.81
1998,05,18,16.63
1998,05,19,21.77
1998,05,20,20.8
1998,05,21,20.81
1998,05,22,26.09
1998,05,23,23.71
1998,05,24,21.29
1998,05,25,13.39
1998,05,26,9.6
1998,05,27,18.06
1998,05,28,21.66
1998,05,29,15.23
1998,05,30,18.2
1998,05,31,18.15
1998,06,01,16.71
1998,06,02,21.4
1998,06,03,20.01
1998,06,04,22.51
1998,06,05,19.72
1998,06,06,17.9
1998,06,07,21.22
1998,06,08,23.08
1998,06,09,23.62
1998,06,10,19.72
1998,06,11,24.58
1998,06,12,26
1998,06,13,24.81
1998,06,14,18.52
1998,06,15,25.78
1998,06,16,23.12
1998,06,17,22.52
1998,06,18,18.79
1998,06,19,21.27
1998,06,20,22.12
1998,06,21,23.05
1998,06,22,20.82
1998,06,23,21.88
1998,06,24,18.87
1998,06,25,18.72
1998,06,26,13.83
1998,06,27,16.43
1998,06,28,13.36
1998,06,29,18.02
1998,06,30,9.24
1998,07,01,10.79
1998,07,02,11.79
1998,07,03,12.73
1998,07,04,14.74
1998,07,05,18.76
1998,07,06,22.36
1998,07,07,19.53
1998,07,08,21.65
1998,07,09,19.95
1998,07,10,21.08
1998,07,11,25.46
1998,07,12,24.97
1998,07,13,16.87
1998,07,14,22.98
1998,07,15,26.66
1998,07,16,22.95
1998,07,17,20.79
1998,07,18,21.36
1998,07,19,24.69
1998,07,20,22.18
1998,07,21,22.04
1998,07,22,22.4
1998,07,23,19.26
1998,07,24,22.87
1998,07,25,23.16
1998,07,26,21.66
1998,07,27,23.89
1998,07,28,22.96
1998,07,29,24.47
1998,07,30,19.52
1998,07,31,21.16
1998,08,01,18.44
1998,08,02,20.64
1998,08,03,15.75
1998,08,04,17.52
1998,08,05,18.76
1998,08,06,19.07
1998,08,07,16.58
1998,08,08,13.1
1998,08,09,15.59
1998,08,10,12.82
1998,08,11,9.66
1998,08,12,7.54
1998,08,13,21.26
1998,08,14,21.57
1998,08,15,19.33
1998,08,16,12.43
1998,08,17,24.14
1998,08,18,19.53
1998,08,19,18
1998,08,20,15.03
1998,08,21,16.92
1998,08,22,13.78
1998,08,23,18.34
1998,08,24,24.56
1998,08,25,25.69
1998,08,26,18.23
1998,08,27,23.74
1998,08,28,22.99
1998,08,29,24.12
1998,08,30,23.06
1998,08,31,14.2
1998,09,01,18.75
1998,09,02,21.04
1998,09,03,22.63
1998,09,04,20.67
1998,09,05,14.98
1998,09,06,12
1998,09,07,16.37
1998,09,08,16.47
1998,09,09,16.78
1998,09,10,6.22
1998,09,11,9.66
1998,09,12,19.84
1998,09,13,15.53
1998,09,14,17.69
1998,09,15,18.91
1998,09,16,14.51
1998,09,17,13.76
1998,09,18,8.2
1998,09,19,12.91
1998,09,20,5.05
1998,09,21,13.69
1998,09,22,12.99
1998,09,23,14.93
1998,09,24,20.5
1998,09,25,20.67
1998,09,26,15.79
1998,09,27,19.64
1998,09,28,17.93
1998,09,29,17.85
1998,09,30,11.54
1998,10,01,18.58
1998,10,02,11.88
1998,10,03,17.58
1998,10,04,8.52
1998,10,05,19.69
1998,10,06,20.46
1998,10,07,16.96
1998,10,08,21.03
1998,10,09,13.91
1998,10,10,16.54
1998,10,11,14.07
1998,10,12,14.28
1998,10,13,21.66
1998,10,14,21.68
1998,10,15,21.97
1998,10,16,20.28
1998,10,17,15.7
1998,10,18,18.07
1998,10,19,21.12
1998,10,20,11.54
1998,10,21,11.46
1998,10,22,15.8
1998,10,23,17.8
1998,10,24,21.18
1998,10,25,22.08
1998,10,26,21.57
1998,10,27,19.98
1998,10,28,16.95
1998,10,29,17.67
1998,10,30,16.38
1998,10,31,20.87
1998,11,01,22.11
1998,11,02,20.24
1998,11,03,21.46
1998,11,04,20.69
1998,11,05,19.06
1998,11,06,18.8
1998,11,07,18.87
1998,11,08,17.47
1998,11,09,20.32
1998,11,10,19.91
1998,11,11,19.25
1998,11,12,19.46
1998,11,13,12.16
1998,11,14,7.7
1998,11,15,16.97
1998,11,16,18.71
1998,11,17,16.06
1998,11,18,20.39
1998,11,19,14.01
1998,11,20,2.73
1998,11,21,4.6
1998,11,22,10.21
1998,11,23,17.84
1998,11,24,13.79
1998,11,25,10.47
1998,11,26,2.98
1998,11,27,9.33
1998,11,28,15.06
1998,11,29,10.14
1998,11,30,13.96
1998,12,01,19.47
1998,12,02,19.14
1998,12,03,18.11
1998,12,04,17.87
1998,12,05,0
1998,12,06,18.39
1998,12,07,17.51
1998,12,08,16.5
1998,12,09,14.5
1998,12,10,15.38
1998,12,11,17.83
1998,12,12,14.83
1998,12,13,10.22
1998,12,14,6.15
1998,12,15,9.54
1998,12,16,7.7
1998,12,17,8.63
1998,12,18,10.83
1998,12,19,17.89
1998,12,20,17.67
1998,12,21,17.22
1998,12,22,17.17
1998,12,23,15.75
1998,12,24,17.71
1998,12,25,17.68
1998,12,26,17.72
1998,12,27,17.82
1998,12,28,17.87
1998,12,29,17.58
1998,12,30,18.17
1998,12,31,17.52
1999,01,01,14.86
1999,01,02,17.83
1999,01,03,16.98
1999,01,04,18.06
1999,01,05,16.51
1999,01,06,13.32
1999,01,07,15.66
1999,01,08,13.92
1999,01,09,11.99
1999,01,10,12.45
1999,01,11,16.7
1999,01,12,14.41
1999,01,13,18.49
1999,01,14,10.41
1999,01,15,13.16
1999,01,16,16.7
1999,01,17,19.2
1999,01,18,19.26
1999,01,19,19.47
1999,01,20,19.04
1999,01,21,18.28
1999,01,22,17.87
1999,01,23,19.24
1999,01,24,19.07
1999,01,25,18.89
1999,01,26,17.89
1999,01,27,18.13
1999,01,28,17.62
1999,01,29,18.05
1999,01,30,19.62
1999,01,31,17.73
1999,02,01,17.1
1999,02,02,12.25
1999,02,03,19.74
1999,02,04,18.74
1999,02,05,20.67
1999,02,06,19.85
1999,02,07,19.67
1999,02,08,20.39
1999,02,09,20.54
1999,02,10,19.55
1999,02,11,19.64
1999,02,12,20.22
1999,02,13,20.15
1999,02,14,20.12
1999,02,15,19.86
1999,02,16,19.96
1999,02,17,19.56
1999,02,18,18.42
1999,02,19,17.39
1999,02,20,19.78
1999,02,21,21.57
1999,02,22,21
1999,02,23,19.83
1999,02,24,19.55
1999,02,25,19.2
1999,02,26,19.27
1999,02,27,18.59
1999,02,28,21.3
1999,03,01,13.67
1999,03,02,20.77
1999,03,03,20.17
1999,03,04,16.94
1999,03,05,17.95
1999,03,06,18.86
1999,03,07,17.27
1999,03,08,18.12
1999,03,09,19.83
1999,03,10,19.98
1999,03,11,17.95
1999,03,12,14.89
1999,03,13,21.01
1999,03,14,20.81
1999,03,15,12.68
1999,03,16,18.45
1999,03,17,19.17
1999,03,18,21.16
1999,03,19,20.62
1999,03,20,20.9
1999,03,21,19.1
1999,03,22,4.78
1999,03,23,20.91
1999,03,24,21.35
1999,03,25,13.44
1999,03,26,19.93
1999,03,27,16.05
1999,03,28,20.36
1999,03,29,9.32
1999,03,30,23.51
1999,03,31,23.19
1999,04,01,23.84
1999,04,02,22.75
1999,04,03,18.89
1999,04,04,20.28
1999,04,05,17.31
1999,04,06,14.76
1999,04,07,17.66
1999,04,08,17.57
1999,04,09,18.59
1999,04,10,10.45
1999,04,11,12.43
1999,04,12,19.04
1999,04,13,19.19
1999,04,14,13.3
1999,04,15,17.15
1999,04,16,16.78
1999,04,17,20.19
1999,04,18,22.69
1999,04,19,24.29
1999,04,20,18.81
1999,04,21,16.16
1999,04,22,16.66
1999,04,23,22.9
1999,04,24,19.35
1999,04,25,15.83
1999,04,26,21.44
1999,04,27,21.35
1999,04,28,20.07
1999,04,29,23.49
1999,04,30,24.23
1999,05,01,20.25
1999,05,02,14.7
1999,05,03,12.52
1999,05,04,19.81
1999,05,05,11.75
1999,05,06,19.89
1999,05,07,18.38
1999,05,08,13.15
1999,05,09,20.98
1999,05,10,8.42
1999,05,11,13.31
1999,05,12,17.84
1999,05,13,5.91
1999,05,14,21.42
1999,05,15,22.66
1999,05,16,18.79
1999,05,17,19.99
1999,05,18,22.26
1999,05,19,4.33
1999,05,20,19.6
1999,05,21,18.79
1999,05,22,12.83
1999,05,23,16.41
1999,05,24,23.3
1999,05,25,17.81
1999,05,26,16.42
1999,05,27,13.64
1999,05,28,12.15
1999,05,29,10.39
1999,05,30,16.17
1999,05,31,14.87
1999,06,01,0
1999,06,02,13.78
1999,06,03,21.31
1999,06,04,11.51
1999,06,05,7.12
1999,06,06,22.95
1999,06,07,18.45
1999,06,08,18.57
1999,06,09,14.8
1999,06,10,16.86
1999,06,11,24.34
1999,06,12,24.72
1999,06,13,26.23
1999,06,14,17.24
1999,06,15,24.37
1999,06,16,17.41
1999,06,17,15.22
1999,06,18,19.13
1999,06,19,3.07
1999,06,20,16.14
1999,06,21,23.87
1999,06,22,19.87
1999,06,23,23.15
1999,06,24,18.96
1999,06,25,23.62
1999,06,26,26.14
1999,06,27,24
1999,06,28,20.94
1999,06,29,24.46
1999,06,30,24.93
1999,07,01,20.42
1999,07,02,19.18
1999,07,03,16.27
1999,07,04,13.32
1999,07,05,13.88
1999,07,06,22.24
1999,07,07,22.49
1999,07,08,25.59
1999,07,09,22.3
1999,07,10,23.88
1999,07,11,21.24
1999,07,12,22
1999,07,13,18.09
1999,07,14,20.69
1999,07,15,15.28
1999,07,16,12.82
1999,07,17,15.94
1999,07,18,25.05
1999,07,19,19.48
1999,07,20,19.37
1999,07,21,19.46
1999,07,22,22.01
1999,07,23,18.97
1999,07,24,7.32
1999,07,25,6.53
1999,07,26,12.59
1999,07,27,17.31
1999,07,28,8.96
1999,07,29,8.44
1999,07,30,12.96
1999,07,31,7.21
1999,08,01,7.58
1999,08,02,10.68
1999,08,03,10.77
1999,08,04,9.41
1999,08,05,13.52
1999,08,06,12.44
1999,08,07,14.54
1999,08,08,18.71
1999,08,09,19.69
1999,08,10,10.89
1999,08,11,21.39
1999,08,12,22.77
1999,08,13,24.86
1999,08,14,17.22
1999,08,15,14.28
1999,08,16,21.86
1999,08,17,15.22
1999,08,18,21.03
1999,08,19,22.78
1999,08,20,25.78
1999,08,21,21.15
1999,08,22,18.68
1999,08,23,18.31
1999,08,24,21.44
1999,08,25,20.49
1999,08,26,21.11
1999,08,27,18.79
1999,08,28,16.31
1999,08,29,16.39
1999,08,30,23.86
1999,08,31,16.66
1999,09,01,20.75
1999,09,02,24.83
1999,09,03,18.94
1999,09,04,18.08
1999,09,05,20.46
1999,09,06,19.74
1999,09,07,14.75
1999,09,08,18.47
1999,09,09,15.52
1999,09,10,7.37
1999,09,11,21.5
1999,09,12,13.02
1999,09,13,20.72
1999,09,14,17.3
1999,09,15,17.3
1999,09,16,7.93
1999,09,17,18.93
1999,09,18,20.15
1999,09,19,18.92
1999,09,20,7.09
1999,09,21,15.55
1999,09,22,8.96
1999,09,23,23.24
1999,09,24,22.33
1999,09,25,19.38
1999,09,26,14.62
1999,09,27,22.01
1999,09,28,20.58
1999,09,29,22.95
1999,09,30,22.11
1999,10,01,14.66
1999,10,02,19.71
1999,10,03,17.1
1999,10,04,22.64
1999,10,05,25.44
1999,10,06,25.28
1999,10,07,23.14
1999,10,08,21.45
1999,10,09,20.24
1999,10,10,15.72
1999,10,11,20.2
1999,10,12,21.66
1999,10,13,20.43
1999,10,14,22.63
1999,10,15,20.08
1999,10,16,16.04
1999,10,17,19.91
1999,10,18,14.62
1999,10,19,12.28
1999,10,20,5.61
1999,10,21,15.57
1999,10,22,20.72
1999,10,23,18.89
1999,10,24,12.06
1999,10,25,12.61
1999,10,26,18.95
1999,10,27,18.69
1999,10,28,15.95
1999,10,29,15.64
1999,10,30,8.4
1999,10,31,22.47
1999,11,01,13.55
1999,11,02,9.78
1999,11,03,10.99
1999,11,04,18.39
1999,11,05,8.4
1999,11,06,8.11
1999,11,07,10.83
1999,11,08,11.37
1999,11,09,13.17
1999,11,10,8.29
1999,11,11,21.17
1999,11,12,20.53
1999,11,13,18.38
1999,11,14,16.39
1999,11,15,21.52
1999,11,16,19.89
1999,11,17,21.21
1999,11,18,20.4
1999,11,19,21.07
1999,11,20,20.19
1999,11,21,20.7
1999,11,22,16.51
1999,11,23,18.49
1999,11,24,19.9
1999,11,25,20.39
1999,11,26,20.27
1999,11,27,20.87
1999,11,28,0
1999,11,29,18.04
1999,11,30,19.05
1999,12,01,18.82
1999,12,02,16.05
1999,12,03,8.57
1999,12,04,17.56
1999,12,05,15.62
1999,12,06,17.92
1999,12,07,18.2
1999,12,08,16.65
1999,12,09,17.24
1999,12,10,14.1
1999,12,11,12.22
1999,12,12,12.24
1999,12,13,10.75
1999,12,14,16.59
1999,12,15,16.17
1999,12,16,14.96
1999,12,17,16.84
1999,12,18,11.55
1999,12,19,15.93
1999,12,20,18.53
1999,12,21,18.79
1999,12,22,18.81
1999,12,23,19.02
1999,12,24,18.48
1999,12,25,18.28
1999,12,26,17.94
1999,12,27,18.5
1999,12,28,13.34
1999,12,29,17.14
1999,12,30,18.49
1999,12,31,18.43
